Distance_m,Current_Mag,Current_Phase_deg,Field_Mag,Field_dB
171.609823,3.630192e-02,-23.628,4.036148e+01,9.567
171.687089,3.628448e-02,-110.103,4.105754e+01,9.714
171.764356,3.627119e-02,163.413,4.178849e+01,9.866
171.841623,3.626150e-02,76.919,4.253761e+01,10.018
171.918890,3.625493e-02,-9.583,4.327477e+01,10.165
171.996157,3.625106e-02,-96.095,4.396856e+01,10.302
172.073424,3.624947e-02,177.386,4.459413e+01,10.423
172.150691,3.624982e-02,90.857,4.514008e+01,10.527
172.227958,3.625179e-02,4.321,4.560651e+01,10.614
172.305225,3.625506e-02,-82.224,4.600590e+01,10.688
172.382492,3.625939e-02,-168.777,4.635534e+01,10.752
172.459759,3.626451e-02,104.663,4.667651e+01,10.810
172.537026,3.627023e-02,18.095,4.698727e+01,10.866
172.614292,3.627631e-02,-68.480,4.730391e+01,10.923
172.691559,3.628261e-02,-155.063,4.763439e+01,10.981
172.768826,3.628893e-02,118.347,4.798348e+01,11.043
172.846093,3.629513e-02,31.751,4.834767e+01,11.107
172.923360,3.630108e-02,-54.852,4.872193e+01,11.172
173.000627,3.630665e-02,-141.461,4.909557e+01,11.237
173.077894,3.631173e-02,131.924,4.945900e+01,11.299
173.155161,3.631623e-02,45.302,4.979981e+01,11.357
173.232428,3.632005e-02,-41.325,5.010855e+01,11.409
173.309695,3.632313e-02,-127.958,5.037493e+01,11.453
173.386962,3.632538e-02,145.404,5.059223e+01,11.488
173.464229,3.632675e-02,58.760,5.075400e+01,11.514
173.541495,3.632718e-02,-27.888,5.085688e+01,11.530
173.618762,3.632665e-02,-114.542,5.089830e+01,11.535
173.696029,3.632509e-02,158.800,5.087788e+01,11.530
173.773296,3.632249e-02,72.137,5.079620e+01,11.514
173.850563,3.631882e-02,-14.530,5.065496e+01,11.489
173.927830,3.631407e-02,-101.201,5.045695e+01,11.453
174.005097,3.630821e-02,172.123,5.020511e+01,11.407
174.082364,3.630125e-02,85.444,4.990352e+01,11.353
174.159631,3.629316e-02,-1.239,4.955569e+01,11.291
174.236898,3.628398e-02,-87.926,4.916623e+01,11.221
174.314165,3.627368e-02,-174.617,4.873883e+01,11.143
174.391432,3.626230e-02,98.689,4.827803e+01,11.059
174.468698,3.624982e-02,11.992,4.778748e+01,10.968
174.545965,3.623629e-02,-74.708,4.727127e+01,10.872
174.623232,3.622170e-02,-161.412,4.673289e+01,10.771
174.700499,3.620609e-02,111.882,4.617572e+01,10.665
174.777766,3.618947e-02,25.172,4.560312e+01,10.555
174.855033,3.617188e-02,-61.540,4.501762e+01,10.441
174.932300,3.615335e-02,-148.255,4.442243e+01,10.323
175.009567,3.613390e-02,125.028,4.381926e+01,10.203
175.086834,3.611357e-02,38.308,4.321113e+01,10.080
175.164101,3.609239e-02,-48.414,4.259905e+01,9.954
175.241368,3.607040e-02,-135.139,4.198575e+01,9.826
175.318635,3.604764e-02,138.134,4.137180e+01,9.696
175.395901,3.602414e-02,51.405,4.075943e+01,9.565
175.473168,3.599994e-02,-35.327,4.014909e+01,9.432
175.550435,3.597509e-02,-122.060,3.954233e+01,9.298
175.627702,3.594962e-02,151.204,3.893977e+01,9.163
175.704969,3.592357e-02,64.467,3.834206e+01,9.027
175.782236,3.589699e-02,-22.273,3.775035e+01,8.890
175.859503,3.586991e-02,-109.014,3.716417e+01,8.752
175.936770,3.584238e-02,164.242,3.658539e+01,8.614
176.014037,3.581444e-02,77.497,3.601248e+01,8.476
176.091304,3.578612e-02,-9.250,3.544796e+01,8.337
176.168571,3.575748e-02,-95.999,3.488945e+01,8.197
176.245838,3.572853e-02,177.250,3.433985e+01,8.057
176.323104,3.569935e-02,90.497,3.379646e+01,7.917
176.400371,3.566994e-02,3.743,3.326194e+01,7.777
176.477638,3.564038e-02,-83.014,3.273401e+01,7.636
176.554905,3.561065e-02,-169.772,3.221440e+01,7.495
176.632172,3.558085e-02,103.469,3.170196e+01,7.354
176.709439,3.555096e-02,16.707,3.119687e+01,7.213
176.786706,3.552106e-02,-70.056,3.069965e+01,7.072
176.863973,3.549114e-02,-156.822,3.020868e+01,6.930
176.941240,3.546128e-02,116.411,2.972602e+01,6.788
177.018507,3.543146e-02,29.642,2.924888e+01,6.646
177.095774,3.540177e-02,-57.128,2.877983e+01,6.504
177.173041,3.537216e-02,-143.901,2.831628e+01,6.361
177.250307,3.534275e-02,129.325,2.785973e+01,6.218
177.327574,3.531346e-02,42.548,2.740947e+01,6.075
177.404841,3.528443e-02,-44.230,2.696448e+01,5.931
177.482108,3.525557e-02,-131.010,2.652682e+01,5.787
177.559375,3.522701e-02,142.207,2.609296e+01,5.642
177.636642,3.519865e-02,55.423,2.566659e+01,5.497
177.713909,3.517064e-02,-31.363,2.524401e+01,5.351
177.791176,3.514287e-02,-118.151,2.482727e+01,5.205
177.868443,3.511548e-02,155.058,2.441612e+01,5.058
177.945710,3.508834e-02,68.266,2.400793e+01,4.910
178.022977,3.506163e-02,-18.529,2.360726e+01,4.762
178.100244,3.503519e-02,-105.326,2.320810e+01,4.612
178.177510,3.500919e-02,167.875,2.281555e+01,4.462
178.254777,3.498348e-02,81.073,2.242670e+01,4.311
178.332044,3.495822e-02,-5.731,2.204041e+01,4.158
178.409311,3.493327e-02,-92.537,2.166122e+01,4.006
178.486578,3.490879e-02,-179.345,2.128255e+01,3.851
178.563845,3.488461e-02,93.844,2.090927e+01,3.695
178.641112,3.486091e-02,7.030,2.054087e+01,3.539
178.718379,3.483751e-02,-79.785,2.017195e+01,3.380
178.795646,3.481458e-02,-166.604,1.981104e+01,3.222
178.872913,3.479196e-02,106.575,1.945126e+01,3.061
178.950180,3.476979e-02,19.752,1.909245e+01,2.897
179.027447,3.474794e-02,-67.074,1.874207e+01,2.735
179.104713,3.472651e-02,-153.903,1.839060e+01,2.568
179.181980,3.470540e-02,119.266,1.804089e+01,2.400
179.259247,3.468468e-02,32.431,1.770000e+01,2.233
179.336514,3.466429e-02,-54.405,1.735715e+01,2.061
179.413781,3.464425e-02,-141.245,1.701478e+01,1.886
179.491048,3.462452e-02,131.913,1.668257e+01,1.713
179.568315,3.460515e-02,45.067,1.634939e+01,1.536
179.645582,3.458597e-02,-41.780,1.601338e+01,1.354
179.722849,3.456744e-02,-128.631,1.568656e+01,1.173
179.800116,3.454802e-02,144.515,1.536545e+01,0.992
179.877383,3.453445e-02,57.662,1.503764e+01,0.803
179.954650,3.449780e-02,-29.267,1.471224e+01,0.611
180.031916,3.432393e-02,-116.464,1.434393e+01,0.389
180.109183,3.409519e-02,156.268,1.390078e+01,0.115
180.186450,3.395484e-02,69.143,1.344854e+01,-0.174
180.263717,3.384802e-02,-17.953,1.299775e+01,-0.472
180.340984,3.375961e-02,-105.033,1.255805e+01,-0.773
180.418251,3.368365e-02,167.894,1.212446e+01,-1.080
180.495518,3.361709e-02,80.826,1.168293e+01,-1.404
180.572785,3.355778e-02,-6.240,1.123533e+01,-1.745
180.650052,3.350453e-02,-93.305,1.079265e+01,-2.095
180.727319,3.345621e-02,179.630,1.036329e+01,-2.450
180.804586,3.341222e-02,92.563,9.939497e+00,-2.814
180.881853,3.337184e-02,5.495,9.511022e+00,-3.199
180.959119,3.333474e-02,-81.576,9.072821e+00,-3.610
181.036386,3.330040e-02,-168.648,8.632798e+00,-4.044
181.113653,3.326864e-02,104.276,8.200292e+00,-4.492
181.190920,3.323903e-02,17.198,7.780982e+00,-4.949
181.268187,3.321148e-02,-69.883,7.370419e+00,-5.422
181.345454,3.318564e-02,-156.968,6.960557e+00,-5.921
181.422721,3.316148e-02,115.944,6.543874e+00,-6.459
181.499988,3.313867e-02,28.853,6.118952e+00,-7.043
181.577255,3.311723e-02,-58.241,5.689986e+00,-7.676
181.654522,3.309686e-02,-145.339,5.263837e+00,-8.354
181.731789,3.307760e-02,127.559,4.847448e+00,-9.072
181.809056,3.305920e-02,40.454,4.443260e+00,-9.830
181.886322,3.304169e-02,-46.655,4.051288e+00,-10.634
181.963589,3.302485e-02,-133.767,3.666310e+00,-11.503
182.040856,3.300873e-02,139.118,3.284514e+00,-12.460
182.118123,3.299310e-02,51.999,2.899845e+00,-13.543
182.195390,3.297805e-02,-35.124,2.512023e+00,-14.792
182.272657,3.296337e-02,-122.250,2.119884e+00,-16.268
182.349924,3.294913e-02,150.620,1.730315e+00,-18.033
182.427191,3.293513e-02,63.487,1.350659e+00,-20.187
182.504458,3.292147e-02,-23.649,1.003786e+00,-22.766
182.581725,3.290795e-02,-110.789,7.356405e-01,-25.468
182.658992,3.289467e-02,162.067,6.479320e-01,-26.572
182.736259,3.288146e-02,74.921,7.896928e-01,-24.855
182.813525,3.286839e-02,-12.229,1.061949e+00,-22.284
182.890792,3.285533e-02,-99.382,1.381995e+00,-19.998
182.968059,3.284233e-02,173.461,1.715325e+00,-18.123
183.045326,3.282928e-02,86.302,2.052767e+00,-16.564
183.122593,3.281623e-02,-0.861,2.388605e+00,-15.250
183.199860,3.280309e-02,-88.027,2.724203e+00,-14.110
183.277127,3.278988e-02,-175.196,3.058537e+00,-13.106
183.354394,3.277655e-02,97.632,3.394247e+00,-12.203
183.431661,3.276311e-02,10.457,3.731436e+00,-11.382
183.508928,3.274950e-02,-76.721,4.071949e+00,-10.625
183.586195,3.273575e-02,-163.902,4.416203e+00,-9.922
183.663462,3.272182e-02,108.915,4.764597e+00,-9.264
183.740728,3.270769e-02,21.728,5.117792e+00,-8.645
183.817995,3.269338e-02,-65.461,5.474642e+00,-8.061
183.895262,3.267885e-02,-152.653,5.836235e+00,-7.507
183.972529,3.266412e-02,120.152,6.200036e+00,-6.984
184.049796,3.264914e-02,32.954,6.567769e+00,-6.485
184.127063,3.263397e-02,-54.246,6.935780e+00,-6.013
184.204330,3.261852e-02,-141.449,7.306517e+00,-5.563
184.281597,3.260289e-02,131.346,7.675550e+00,-5.136
184.358864,3.258696e-02,44.138,8.045958e+00,-4.729
184.436131,3.257086e-02,-43.072,8.412940e+00,-4.343
184.513398,3.255444e-02,-130.285,8.779939e+00,-3.974
184.590665,3.253787e-02,142.500,9.142240e+00,-3.624
184.667931,3.252098e-02,55.282,9.503239e+00,-3.290
184.745198,3.250394e-02,-31.938,9.858808e+00,-2.972
184.822465,3.248657e-02,-119.160,1.021180e+01,-2.668
184.899732,3.246909e-02,153.615,1.055917e+01,-2.379
184.976999,3.245126e-02,66.388,1.090275e+01,-2.103
185.054266,3.243335e-02,-20.841,1.124098e+01,-1.839
185.131533,3.241508e-02,-108.073,1.157428e+01,-1.587
185.208800,3.239676e-02,164.694,1.190284e+01,-1.346
185.286067,3.237808e-02,77.458,1.222551e+01,-1.115
185.363334,3.235937e-02,-9.780,1.254418e+01,-0.893
185.440601,3.234030e-02,-97.021,1.285628e+01,-0.682
185.517868,3.232124e-02,175.737,1.316504e+01,-0.477
185.595134,3.230182e-02,88.493,1.346700e+01,-0.282
185.672401,3.228243e-02,1.246,1.376596e+01,-0.093
185.749668,3.226270e-02,-86.002,1.405847e+01,0.088
185.826935,3.224302e-02,-173.253,1.434785e+01,0.263
185.904202,3.222300e-02,99.494,1.463177e+01,0.432
185.981469,3.220307e-02,12.240,1.491189e+01,0.595
186.058736,3.218280e-02,-75.017,1.518811e+01,0.753
186.136003,3.216266e-02,-162.276,1.545945e+01,0.905
186.213270,3.214218e-02,110.464,1.572875e+01,1.053
186.290537,3.212186e-02,23.201,1.599203e+01,1.196
186.367804,3.210121e-02,-64.063,1.625499e+01,1.336
186.445071,3.208075e-02,-151.330,1.651118e+01,1.470
186.522337,3.205997e-02,121.402,1.676808e+01,1.602
186.599604,3.203940e-02,34.131,1.701842e+01,1.729
186.676871,3.201852e-02,-53.141,1.726932e+01,1.855
186.754138,3.199789e-02,-140.416,1.751513e+01,1.976
186.831405,3.197695e-02,132.308,1.776008e+01,2.095
186.908672,3.195628e-02,45.030,1.800248e+01,2.211
186.985939,3.193532e-02,-42.250,1.824183e+01,2.324
187.063206,3.191465e-02,-129.532,1.848138e+01,2.436
187.140473,3.189370e-02,143.184,1.871608e+01,2.543
187.217740,3.187306e-02,55.898,1.895258e+01,2.651
187.295007,3.185216e-02,-31.390,1.918424e+01,2.755
187.372274,3.183158e-02,-118.680,1.941694e+01,2.858
187.449540,3.181075e-02,154.028,1.964728e+01,2.959
187.526807,3.179026e-02,66.735,1.987566e+01,3.057
187.604074,3.176954e-02,-20.561,2.010555e+01,3.155
187.681341,3.174916e-02,-107.859,2.033036e+01,3.250
187.758608,3.172857e-02,164.842,2.055899e+01,3.346
187.835875,3.170832e-02,77.540,2.078255e+01,3.438
187.913142,3.168789e-02,-9.763,2.100794e+01,3.530
187.990409,3.166780e-02,-97.069,2.123264e+01,3.621
188.067676,3.164754e-02,175.625,2.145401e+01,3.709
188.144943,3.162762e-02,88.315,2.167964e+01,3.799
188.222210,3.160757e-02,1.004,2.189951e+01,3.884
188.299477,3.158782e-02,-86.310,2.212275e+01,3.971
188.376743,3.156799e-02,-173.625,2.234499e+01,4.056
188.454010,3.154843e-02,99.057,2.256392e+01,4.139
188.531277,3.152884e-02,11.739,2.278791e+01,4.223
188.608544,3.150947e-02,-75.583,2.300672e+01,4.305
188.685811,3.149015e-02,-162.906,2.322684e+01,4.386
188.763078,3.147095e-02,109.768,2.345007e+01,4.467
188.840345,3.145192e-02,22.441,2.366658e+01,4.545
188.917612,3.143290e-02,-64.890,2.388869e+01,4.625
188.994879,3.141417e-02,-152.220,2.410982e+01,4.703
189.072146,3.139529e-02,120.445,2.432617e+01,4.779
189.149413,3.137693e-02,33.111,2.454844e+01,4.856
189.226680,3.135814e-02,-54.229,2.476933e+01,4.932
189.303946,3.134020e-02,-141.567,2.498452e+01,5.006
189.381213,3.132140e-02,131.089,2.520709e+01,5.081
189.458480,3.130404e-02,43.748,2.542803e+01,5.155
189.535747,3.128499e-02,-43.602,2.564308e+01,5.227
189.613014,3.126856e-02,-130.946,2.586297e+01,5.300
189.690281,3.124865e-02,141.697,2.608651e+01,5.373
189.767548,3.123433e-02,54.353,2.630173e+01,5.442
189.844815,3.121082e-02,-33.014,2.651766e+01,5.512
189.922082,3.120839e-02,-120.347,2.674033e+01,5.583
189.999349,3.114310e-02,152.150,2.696139e+01,5.653
190.076616,3.097292e-02,64.469,2.724361e+01,5.741
190.153883,3.087146e-02,-23.075,2.752865e+01,5.830
190.231149,3.079491e-02,-110.592,2.781950e+01,5.920
190.308416,3.073082e-02,161.902,2.810841e+01,6.008
190.385683,3.067493e-02,74.404,2.838771e+01,6.092
190.462950,3.062497e-02,-13.091,2.866543e+01,6.175
190.540217,3.057967e-02,-100.584,2.894853e+01,6.259
190.617484,3.053807e-02,171.924,2.923590e+01,6.343
190.694751,3.049962e-02,84.432,2.951743e+01,6.424
190.772018,3.046378e-02,-3.060,2.979079e+01,6.503
190.849285,3.043028e-02,-90.553,3.006026e+01,6.579
190.926552,3.039875e-02,-178.048,3.033430e+01,6.657
191.003819,3.036904e-02,94.457,3.061345e+01,6.734
191.081086,3.034087e-02,6.959,3.089364e+01,6.812
191.158352,3.031418e-02,-80.541,3.116745e+01,6.887
191.235619,3.028873e-02,-168.042,3.143323e+01,6.959
191.312886,3.026449e-02,104.455,3.169287e+01,7.029
191.390153,3.024126e-02,16.949,3.195251e+01,7.098
191.467420,3.021906e-02,-70.559,3.221571e+01,7.168
191.544687,3.019769e-02,-158.069,3.248388e+01,7.238
191.621954,3.017718e-02,114.418,3.275387e+01,7.308
191.699221,3.015736e-02,26.903,3.302196e+01,7.377
191.776488,3.013828e-02,-60.614,3.328396e+01,7.444
191.853755,3.011977e-02,-148.134,3.353848e+01,7.509
191.931022,3.010189e-02,124.343,3.378570e+01,7.571
192.008289,3.008448e-02,36.818,3.402816e+01,7.632
192.085555,3.006760e-02,-50.709,3.426863e+01,7.691
192.162822,3.005112e-02,-138.239,3.451003e+01,7.751
192.240089,3.003508e-02,134.229,3.475398e+01,7.810
192.317356,3.001937e-02,46.694,3.500105e+01,7.870
192.394623,3.000404e-02,-40.844,3.525049e+01,7.930
192.471890,2.998897e-02,-128.384,3.550073e+01,7.990
192.549157,2.997422e-02,144.073,3.574982e+01,8.049
192.626424,2.995967e-02,56.528,3.599567e+01,8.107
192.703691,2.994539e-02,-31.020,3.623672e+01,8.163
192.780958,2.993126e-02,-118.570,3.647164e+01,8.218
192.858225,2.991735e-02,153.878,3.670004e+01,8.270
192.935492,2.990355e-02,66.322,3.692167e+01,8.321
193.012758,2.988993e-02,-21.235,3.713727e+01,8.370
193.090025,2.987639e-02,-108.795,3.734736e+01,8.417
193.167292,2.986298e-02,163.642,3.755326e+01,8.463
193.244559,2.984961e-02,76.077,3.775576e+01,8.508
193.321826,2.983635e-02,-11.491,3.795629e+01,8.553
193.399093,2.982310e-02,-99.060,3.815539e+01,8.597
193.476360,2.980993e-02,173.367,3.835428e+01,8.640
193.553627,2.979674e-02,85.793,3.855307e+01,8.683
193.630894,2.978360e-02,-1.785,3.875263e+01,8.727
193.708161,2.977043e-02,-89.364,3.895257e+01,8.770
193.785428,2.975728e-02,-176.946,3.915347e+01,8.813
193.862695,2.974408e-02,95.470,3.935447e+01,8.856
193.939961,2.973087e-02,7.884,3.955602e+01,8.898
194.017228,2.971761e-02,-79.705,3.975686e+01,8.941
194.094495,2.970432e-02,-167.296,3.995747e+01,8.983
194.171762,2.969096e-02,105.111,4.015631e+01,9.024
194.249029,2.967756e-02,17.516,4.035398e+01,9.065
194.326296,2.966408e-02,-70.082,4.054875e+01,9.106
194.403563,2.965054e-02,-157.682,4.074146e+01,9.145
194.480830,2.963691e-02,114.717,4.093021e+01,9.184
194.558097,2.962321e-02,27.112,4.111614e+01,9.221
194.635364,2.960942e-02,-60.494,4.129722e+01,9.258
194.712631,2.959554e-02,-148.102,4.147489e+01,9.294
194.789898,2.958157e-02,124.287,4.164704e+01,9.328
194.867165,2.956751e-02,36.675,4.181538e+01,9.361
194.944431,2.955335e-02,-50.940,4.197777e+01,9.393
195.021698,2.953909e-02,-138.557,4.213607e+01,9.424
195.098965,2.952473e-02,133.824,4.228821e+01,9.454
195.176232,2.951026e-02,46.204,4.243612e+01,9.483
195.253499,2.949570e-02,-41.419,4.257787e+01,9.510
195.330766,2.948103e-02,-129.044,4.271530e+01,9.537
195.408033,2.946626e-02,143.329,4.284676e+01,9.562
195.485300,2.945138e-02,55.701,4.297384e+01,9.586
195.562567,2.943641e-02,-31.930,4.309530e+01,9.609
195.639834,2.942132e-02,-119.563,4.321233e+01,9.631
195.717101,2.940614e-02,152.803,4.332420e+01,9.652
195.794368,2.939085e-02,65.166,4.343162e+01,9.671
195.871634,2.937548e-02,-22.472,4.353439e+01,9.690
195.948901,2.935999e-02,-110.112,4.363270e+01,9.708
196.026168,2.934442e-02,162.246,4.372687e+01,9.725
196.103435,2.932874e-02,74.602,4.381669e+01,9.742
196.180702,2.931299e-02,-13.044,4.390276e+01,9.757
196.257969,2.929713e-02,-100.691,4.398471e+01,9.772
196.335236,2.928120e-02,171.659,4.406317e+01,9.786
196.412503,2.926516e-02,84.008,4.413789e+01,9.799
196.489770,2.924908e-02,-3.645,4.420922e+01,9.811
196.567037,2.923288e-02,-91.300,4.427732e+01,9.823
196.644304,2.921664e-02,-178.956,4.434201e+01,9.834
196.721571,2.920029e-02,93.385,4.440401e+01,9.844
196.798837,2.918391e-02,5.725,4.446261e+01,9.854
196.876104,2.916742e-02,-81.937,4.451892e+01,9.864
196.953371,2.915091e-02,-169.600,4.457206e+01,9.872
197.030638,2.913430e-02,102.734,4.462297e+01,9.881
197.107905,2.911768e-02,15.067,4.467127e+01,9.889
197.185172,2.910096e-02,-72.601,4.471703e+01,9.896
197.262439,2.908424e-02,-160.272,4.476107e+01,9.903
197.339706,2.906743e-02,112.056,4.480201e+01,9.909
197.416973,2.905062e-02,24.382,4.484213e+01,9.915
197.494240,2.903373e-02,-63.294,4.487882e+01,9.921
197.571507,2.901685e-02,-150.971,4.491506e+01,9.926
197.648774,2.899989e-02,121.350,4.494826e+01,9.931
197.726040,2.898296e-02,33.669,4.498052e+01,9.936
197.803307,2.896594e-02,-54.013,4.501089e+01,9.940
197.880574,2.894897e-02,-141.697,4.503938e+01,9.944
197.957841,2.893192e-02,130.617,4.506703e+01,9.948
198.035108,2.891492e-02,42.930,4.509255e+01,9.951
198.112375,2.889785e-02,-44.759,4.511698e+01,9.954
198.189642,2.888084e-02,-132.450,4.514063e+01,9.957
198.266909,2.886375e-02,139.858,4.516157e+01,9.959
198.344176,2.884674e-02,52.164,4.518350e+01,9.962
198.421443,2.882966e-02,-35.532,4.520207e+01,9.964
198.498710,2.881267e-02,-123.229,4.522107e+01,9.966
198.575977,2.879560e-02,149.072,4.523892e+01,9.968
198.653243,2.877863e-02,61.371,4.525461e+01,9.969
198.730510,2.876159e-02,-26.331,4.527111e+01,9.971
198.807777,2.874467e-02,-114.035,4.528588e+01,9.972
198.885044,2.872765e-02,158.259,4.529883e+01,9.973
198.962311,2.871080e-02,70.552,4.531370e+01,9.974
199.039578,2.869381e-02,-17.157,4.532518e+01,9.975
199.116845,2.867704e-02,-104.867,4.533655e+01,9.976
199.194112,2.866009e-02,167.420,4.534944e+01,9.976
199.271379,2.864342e-02,79.707,4.535884e+01,9.977
199.348646,2.862649e-02,-8.009,4.536818e+01,9.977
199.425913,2.860997e-02,-95.726,4.537983e+01,9.977
199.503180,2.859302e-02,176.555,4.538796e+01,9.977
199.580446,2.857675e-02,88.835,4.539482e+01,9.977
199.657713,2.855959e-02,1.112,4.540544e+01,9.978
199.734980,2.854396e-02,-86.610,4.541366e+01,9.978
199.812247,2.852568e-02,-174.339,4.541851e+01,9.977
199.889514,2.851460e-02,97.942,4.542587e+01,9.977
199.966781,2.847952e-02,10.144,4.543609e+01,9.977
200.044048,2.836773e-02,-77.823,4.544862e+01,9.978
200.121315,2.825126e-02,-165.787,4.546410e+01,9.979
200.198582,2.817310e-02,106.322,4.548221e+01,9.981
200.275849,2.811015e-02,18.449,4.550283e+01,9.984
200.353116,2.805582e-02,-69.415,4.551749e+01,9.985
200.430383,2.800738e-02,-157.273,4.552811e+01,9.985
200.507649,2.796342e-02,114.872,4.553954e+01,9.986
200.584916,2.792296e-02,27.019,4.555632e+01,9.987
200.662183,2.788542e-02,-60.833,4.557143e+01,9.989
200.739450,2.785032e-02,-148.685,4.558156e+01,9.989
200.816717,2.781733e-02,123.464,4.558572e+01,9.988
200.893984,2.778617e-02,35.612,4.559178e+01,9.988
200.971251,2.775664e-02,-52.241,4.560145e+01,9.988
201.048518,2.772857e-02,-140.095,4.561504e+01,9.989
201.125785,2.770180e-02,132.050,4.562535e+01,9.990
201.203052,2.767623e-02,44.194,4.563067e+01,9.989
201.280319,2.765172e-02,-43.663,4.562958e+01,9.987
201.357586,2.762823e-02,-131.522,4.562775e+01,9.985
201.434852,2.760562e-02,140.617,4.562770e+01,9.984
201.512119,2.758388e-02,52.755,4.563290e+01,9.983
201.589386,2.756289e-02,-35.109,4.564082e+01,9.983
201.666653,2.754266e-02,-122.974,4.564942e+01,9.983
201.743920,2.752305e-02,149.158,4.565436e+01,9.983
201.821187,2.750412e-02,61.289,4.565421e+01,9.981
201.898454,2.748572e-02,-26.582,4.564846e+01,9.978
201.975721,2.746791e-02,-114.455,4.563884e+01,9.975
202.052988,2.745055e-02,157.670,4.562809e+01,9.971
202.130255,2.743373e-02,69.793,4.561822e+01,9.968
202.207522,2.741729e-02,-18.086,4.561187e+01,9.965
202.284789,2.740133e-02,-105.967,4.560849e+01,9.963
202.362055,2.738568e-02,166.150,4.560925e+01,9.961
202.439322,2.737047e-02,78.265,4.561093e+01,9.960
202.516589,2.735552e-02,-9.622,4.561414e+01,9.959
202.593856,2.734098e-02,-97.511,4.561442e+01,9.958
202.671123,2.732663e-02,174.598,4.561334e+01,9.956
202.748390,2.731266e-02,86.705,4.560646e+01,9.953
202.825657,2.729884e-02,-1.190,4.559704e+01,9.950
202.902924,2.728537e-02,-89.087,4.558108e+01,9.945
202.980191,2.727200e-02,-176.986,4.556340e+01,9.940
203.057458,2.725897e-02,95.113,4.554022e+01,9.934
203.134725,2.724600e-02,7.209,4.551729e+01,9.928
203.211992,2.723333e-02,-80.696,4.549073e+01,9.922
203.289258,2.722069e-02,-168.603,4.546652e+01,9.915
203.366525,2.720835e-02,103.487,4.544045e+01,9.909
203.443792,2.719599e-02,15.576,4.541820e+01,9.903
203.521059,2.718391e-02,-72.337,4.539533e+01,9.897
203.598326,2.717179e-02,-160.253,4.537679e+01,9.892
203.675593,2.715993e-02,111.830,4.535818e+01,9.887
203.752860,2.714799e-02,23.910,4.534350e+01,9.883
203.830127,2.713631e-02,-64.011,4.532880e+01,9.878
203.907394,2.712453e-02,-151.934,4.531691e+01,9.874
203.984661,2.711299e-02,120.140,4.530476e+01,9.870
204.061928,2.710132e-02,32.213,4.529387e+01,9.867
204.139195,2.708989e-02,-55.716,4.528244e+01,9.863
204.216461,2.707830e-02,-143.648,4.527050e+01,9.859
204.293728,2.706695e-02,128.419,4.525786e+01,9.855
204.370995,2.705541e-02,40.484,4.524298e+01,9.851
204.448262,2.704410e-02,-47.453,4.522740e+01,9.846
204.525529,2.703259e-02,-135.392,4.520801e+01,9.841
204.602796,2.702130e-02,136.667,4.518807e+01,9.836
204.680063,2.700979e-02,48.724,4.516306e+01,9.829
204.757330,2.699850e-02,-39.220,4.513772e+01,9.823
204.834597,2.698696e-02,-127.167,4.510645e+01,9.815
204.911864,2.697565e-02,144.885,4.507501e+01,9.808
204.989131,2.696407e-02,56.934,4.503724e+01,9.799
205.066398,2.695271e-02,-31.018,4.499929e+01,9.790
205.143664,2.694108e-02,-118.972,4.495516e+01,9.780
205.220931,2.692966e-02,153.073,4.491053e+01,9.770
205.298198,2.691796e-02,65.115,4.486042e+01,9.759
205.375465,2.690646e-02,-22.844,4.480911e+01,9.747
205.452732,2.689467e-02,-110.806,4.475355e+01,9.735
205.529999,2.688309e-02,161.231,4.469577e+01,9.722
205.607266,2.687119e-02,73.267,4.463534e+01,9.709
205.684533,2.685951e-02,-14.700,4.457142e+01,9.695
205.761800,2.684751e-02,-102.668,4.450663e+01,9.680
205.839067,2.683572e-02,169.362,4.443710e+01,9.665
205.916334,2.682360e-02,81.390,4.436833e+01,9.650
205.993601,2.681169e-02,-6.583,4.429391e+01,9.634
206.070867,2.679945e-02,-94.558,4.422134e+01,9.618
206.148134,2.678741e-02,177.465,4.414289e+01,9.602
206.225401,2.677504e-02,89.486,4.406649e+01,9.585
206.302668,2.676288e-02,1.506,4.398502e+01,9.567
206.379935,2.675038e-02,-86.476,4.390465e+01,9.550
206.457202,2.673807e-02,-174.459,4.382111e+01,9.532
206.534469,2.672544e-02,97.556,4.373665e+01,9.514
206.611736,2.671300e-02,9.569,4.365178e+01,9.495
206.689003,2.670023e-02,-78.420,4.356339e+01,9.476
206.766270,2.668764e-02,-166.410,4.347744e+01,9.457
206.843537,2.667474e-02,105.599,4.338576e+01,9.437
206.920804,2.666202e-02,17.605,4.329836e+01,9.418
206.998070,2.664898e-02,-70.389,4.320457e+01,9.398
207.075337,2.663611e-02,-158.386,4.311480e+01,9.378
207.152604,2.662294e-02,113.616,4.302038e+01,9.358
207.229871,2.660993e-02,25.616,4.292718e+01,9.337
207.307138,2.659664e-02,-62.384,4.283335e+01,9.317
207.384405,2.658349e-02,-150.388,4.273630e+01,9.296
207.461672,2.657007e-02,121.609,4.264310e+01,9.275
207.538939,2.655678e-02,33.603,4.254324e+01,9.253
207.616206,2.654325e-02,-54.404,4.244911e+01,9.233
207.693473,2.652982e-02,-142.413,4.234886e+01,9.210
207.770740,2.651617e-02,129.577,4.225129e+01,9.189
207.848007,2.650261e-02,41.564,4.215303e+01,9.167
