Distance_m,Current_Mag,Current_Phase_deg,Field_Mag,Field_dB
348.782863,1.687497e-05,83.033,1.159950e+00,-24.264
348.860130,1.872510e-05,-2.142,1.155339e+00,-24.300
348.937397,2.171424e-05,-117.968,1.140314e+00,-24.415
349.014664,2.092072e-05,154.202,1.134654e+00,-24.459
349.091931,2.659011e-05,45.410,1.121524e+00,-24.561
349.169198,2.399224e-05,-47.360,1.114153e+00,-24.619
349.246465,3.112928e-05,-149.117,1.103360e+00,-24.705
349.323731,2.784366e-05,113.403,1.094043e+00,-24.780
349.400998,3.517100e-05,17.328,1.085599e+00,-24.848
349.478265,3.228333e-05,-83.661,1.074510e+00,-24.938
349.555532,3.867591e-05,-175.849,1.068059e+00,-24.991
349.632799,3.706984e-05,81.090,1.055685e+00,-25.094
349.710066,4.169097e-05,-8.980,1.050623e+00,-25.136
349.787333,4.194981e-05,-112.745,1.037632e+00,-25.245
349.864600,4.432705e-05,157.761,1.033247e+00,-25.283
349.941867,4.668334e-05,54.466,1.020346e+00,-25.393
350.019134,4.673586e-05,-35.683,1.015940e+00,-25.432
350.096401,5.106412e-05,-137.593,1.003764e+00,-25.538
350.173668,4.907797e-05,130.725,9.987458e-01,-25.582
350.250934,5.491622e-05,30.835,9.878047e-01,-25.679
350.328201,5.148234e-05,-62.888,9.817505e-01,-25.733
350.405468,5.812314e-05,-160.458,9.723745e-01,-25.818
350.482735,5.402743e-05,103.633,9.650342e-01,-25.884
350.560002,6.062494e-05,8.357,9.573738e-01,-25.955
350.637269,5.671604e-05,-89.561,9.486767e-01,-26.035
350.714536,6.242091e-05,177.138,9.427050e-01,-26.091
350.791803,5.947667e-05,77.648,9.327569e-01,-26.184
350.869070,6.356763e-05,-14.229,9.282711e-01,-26.227
350.946337,6.218004e-05,-114.682,9.173545e-01,-26.330
351.023604,6.417149e-05,154.177,9.139762e-01,-26.364
351.100871,6.466473e-05,53.451,9.025452e-01,-26.474
351.178137,6.437476e-05,-37.689,8.997334e-01,-26.502
351.255404,6.676452e-05,-137.997,8.883911e-01,-26.613
351.332671,6.433544e-05,130.176,8.854775e-01,-26.643
351.409938,6.833202e-05,30.898,8.749208e-01,-26.748
351.487205,6.420227e-05,-62.176,8.711867e-01,-26.786
351.564472,6.925628e-05,-159.959,8.621105e-01,-26.878
351.641739,6.408873e-05,105.351,8.569007e-01,-26.932
351.719006,6.947407e-05,9.329,8.498664e-01,-27.004
351.796273,6.405206e-05,-87.113,8.427302e-01,-27.078
351.873540,6.897512e-05,178.657,8.380255e-01,-27.128
351.950807,6.408322e-05,80.569,8.288515e-01,-27.225
352.028074,6.780209e-05,-12.075,8.263735e-01,-27.252
352.105340,6.411112e-05,-111.485,8.154780e-01,-27.368
352.182607,6.604552e-05,157.041,8.146811e-01,-27.377
352.259874,6.401949e-05,56.811,8.028142e-01,-27.506
352.337141,6.383397e-05,-34.070,8.027554e-01,-27.507
352.414408,6.367092e-05,-134.506,7.910030e-01,-27.637
352.491675,6.131966e-05,134.545,7.904915e-01,-27.643
352.568942,6.293155e-05,34.560,7.800764e-01,-27.759
352.646209,5.865985e-05,-57.127,7.779099e-01,-27.785
352.723476,6.169165e-05,-156.028,7.699267e-01,-27.875
352.800743,5.599556e-05,110.949,7.651693e-01,-27.930
352.878010,5.987972e-05,13.667,7.603122e-01,-27.986
352.955277,5.343045e-05,-81.139,7.525465e-01,-28.076
353.032543,5.746991e-05,-176.434,7.508999e-01,-28.096
353.109810,5.101447e-05,86.744,7.403829e-01,-28.220
353.187077,5.448347e-05,-6.416,7.413353e-01,-28.210
353.264344,4.873724e-05,-105.241,7.290057e-01,-28.356
353.341611,5.098558e-05,163.627,7.313255e-01,-28.330
353.418878,4.653410e-05,63.075,7.186420e-01,-28.483
353.496145,4.707828e-05,-26.398,7.207139e-01,-28.459
353.573412,4.430362e-05,-128.164,7.093493e-01,-28.598
353.650679,4.289062e-05,143.423,7.095281e-01,-28.597
353.727946,4.193141e-05,41.153,7.009841e-01,-28.703
353.805213,3.856634e-05,-46.987,6.979877e-01,-28.741
353.882480,3.931380e-05,-148.896,6.932223e-01,-28.801
353.959746,3.424975e-05,122.322,6.864652e-01,-28.888
354.037013,3.637642e-05,21.745,6.856275e-01,-28.899
354.114280,3.007031e-05,-68.648,6.754057e-01,-29.031
354.191547,3.308596e-05,-166.867,6.777524e-01,-29.001
354.268814,2.612728e-05,100.184,6.652192e-01,-29.165
354.346081,2.945542e-05,5.359,6.692460e-01,-29.113
354.423348,2.247687e-05,-90.981,6.561728e-01,-29.285
354.500615,2.554554e-05,178.602,6.599409e-01,-29.237
354.577882,1.912652e-05,78.232,6.483122e-01,-29.392
354.655149,2.146565e-05,-6.786,6.499011e-01,-29.372
354.732416,1.604226e-05,-111.571,6.414384e-01,-29.487
354.809683,1.738102e-05,169.903,6.394147e-01,-29.515
354.886949,1.317573e-05,60.582,6.351488e-01,-29.574
354.964216,1.354092e-05,-9.920,6.289339e-01,-29.661
355.041483,1.052064e-05,-123.647,6.289332e-01,-29.662
355.118750,1.035599e-05,176.307,6.189693e-01,-29.801
355.196017,8.227614e-06,58.756,6.222985e-01,-29.756
355.273284,8.496878e-06,10.876,6.099623e-01,-29.931
355.350551,6.817737e-06,-108.335,6.148887e-01,-29.862
355.427818,8.545132e-06,-151.402,6.021674e-01,-30.044
355.505085,7.122307e-06,91.222,6.065723e-01,-29.982
355.582352,1.011063e-05,39.255,5.955792e-01,-30.142
355.659619,9.193031e-06,-75.909,5.974760e-01,-30.115
355.736886,1.231617e-05,-138.547,5.899278e-01,-30.227
355.814152,1.227761e-05,107.855,5.879581e-01,-30.257
355.891419,1.463893e-05,38.129,5.847458e-01,-30.305
355.968686,1.580404e-05,-73.671,5.785246e-01,-30.399
356.045953,1.688954e-05,-148.548,5.794885e-01,-30.386
356.123220,1.945620e-05,102.077,5.697046e-01,-30.534
356.200487,1.904631e-05,22.639,5.736711e-01,-30.475
356.277754,2.303151e-05,-83.665,5.619129e-01,-30.656
356.355021,2.116490e-05,-167.565,5.669871e-01,-30.579
356.432288,2.637995e-05,89.680,5.553383e-01,-30.760
356.509555,2.332681e-05,1.377,5.593823e-01,-30.698
356.586822,2.938675e-05,-97.612,5.498901e-01,-30.848
356.664089,2.560264e-05,169.908,5.510656e-01,-30.830
356.741355,3.197013e-05,74.579,5.452222e-01,-30.924
356.818622,2.802649e-05,-21.611,5.424574e-01,-30.969
356.895889,3.408344e-05,-113.704,5.408272e-01,-30.996
356.973156,3.058389e-05,147.083,5.340844e-01,-31.106
357.050423,3.571763e-05,57.540,5.361714e-01,-31.073
357.127690,3.321348e-05,-43.844,5.264435e-01,-31.233
357.204957,3.690212e-05,-131.706,5.308319e-01,-31.162
357.282224,3.581873e-05,125.676,5.198685e-01,-31.344
357.359491,3.770280e-05,38.541,5.245996e-01,-31.267
357.436758,3.828408e-05,-64.357,5.144395e-01,-31.437
357.514025,3.821580e-05,-151.719,5.175266e-01,-31.386
357.591292,4.049108e-05,106.009,5.099621e-01,-31.515
357.668558,3.855629e-05,17.548,5.099088e-01,-31.517
357.745825,4.233220e-05,-83.301,5.060248e-01,-31.585
357.823092,3.884220e-05,-173.571,5.022076e-01,-31.651
357.900359,4.372160e-05,87.624,5.021160e-01,-31.654
357.977626,3.917447e-05,-4.939,4.949283e-01,-31.780
358.054893,4.460281e-05,-101.308,4.977624e-01,-31.732
358.132160,3.961810e-05,163.626,4.884836e-01,-31.896
358.209427,4.495353e-05,69.807,4.926509e-01,-31.823
358.286694,4.018944e-05,-27.678,4.830802e-01,-31.994
358.363961,4.478774e-05,-119.120,4.867043e-01,-31.931
358.441228,4.085426e-05,141.328,4.786627e-01,-32.076
358.518495,4.415506e-05,51.824,4.800942e-01,-32.051
358.595761,4.153704e-05,-49.221,4.749344e-01,-32.146
358.673028,4.313728e-05,-137.438,4.731913e-01,-32.179
358.750295,4.213788e-05,120.751,4.714469e-01,-32.212
358.827562,4.184181e-05,33.041,4.664629e-01,-32.305
358.904829,4.255171e-05,-68.733,4.677293e-01,-32.283
358.982096,4.039171e-05,-156.767,4.603437e-01,-32.422
359.059363,4.268519e-05,102.306,4.634173e-01,-32.365
359.136630,3.891239e-05,13.160,4.551130e-01,-32.523
359.213897,4.246918e-05,-86.182,4.583475e-01,-32.463
359.291164,3.751603e-05,-177.100,4.508144e-01,-32.608
359.368431,4.186612e-05,85.738,4.525964e-01,-32.574
359.445698,3.628587e-05,-7.405,4.472472e-01,-32.679
359.522964,4.087323e-05,-102.008,4.464534e-01,-32.695
359.600231,3.526459e-05,162.438,4.440305e-01,-32.743
359.677498,3.952195e-05,70.498,4.403362e-01,-32.817
359.754765,3.445075e-05,-27.350,4.407219e-01,-32.810
359.832032,3.787470e-05,-116.835,4.346684e-01,-32.931
359.909299,3.380801e-05,143.468,4.369458e-01,-32.887
359.986566,3.618201e-05,55.343,4.297586e-01,-33.032
360.063833,3.355226e-05,-47.744,4.330370e-01,-32.967
360.141100,3.431785e-05,-134.968,4.267441e-01,-33.095
360.218367,3.309035e-05,122.458,4.293413e-01,-33.043
360.295634,3.230867e-05,36.635,4.243896e-01,-33.145
360.372901,3.255156e-05,-65.832,4.252715e-01,-33.128
360.450167,3.030102e-05,-151.513,4.223897e-01,-33.188
360.527434,3.189421e-05,106.752,4.210465e-01,-33.216
360.604701,2.835765e-05,20.379,4.205101e-01,-33.228
360.681968,3.109005e-05,-79.924,4.169126e-01,-33.304
360.759235,2.654954e-05,-167.720,4.184687e-01,-33.273
360.836502,3.013222e-05,94.077,4.131605e-01,-33.385
360.913769,2.493828e-05,4.246,4.160458e-01,-33.325
360.991036,2.903417e-05,-91.294,4.099182e-01,-33.455
361.068303,2.356978e-05,176.396,4.131339e-01,-33.388
361.145570,2.782774e-05,83.918,4.073150e-01,-33.512
361.222837,2.247179e-05,-11.104,4.097110e-01,-33.462
361.300104,2.655963e-05,-100.338,4.052039e-01,-33.559
361.377370,2.165513e-05,161.926,4.059095e-01,-33.545
361.454637,2.528672e-05,75.873,4.034932e-01,-33.598
361.531904,2.111835e-05,-24.357,4.019820e-01,-33.631
361.609171,2.407034e-05,-107.543,4.018422e-01,-33.635
361.686438,2.085386e-05,150.144,3.981132e-01,-33.717
361.763705,2.297019e-05,69.282,3.999998e-01,-33.677
361.840972,2.085292e-05,-34.561,3.946622e-01,-33.795
361.918239,2.203859e-05,-113.823,3.978156e-01,-33.727
361.995506,2.110709e-05,141.445,3.917874e-01,-33.860
362.072773,2.131654e-05,62.931,3.950703e-01,-33.789
362.150040,2.160589e-05,-42.001,3.894670e-01,-33.914
362.227307,2.083251e-05,-120.677,3.917566e-01,-33.864
362.304573,2.233206e-05,134.889,3.876871e-01,-33.956
362.381840,2.060456e-05,55.150,3.880982e-01,-33.947
362.459107,2.325731e-05,-48.110,3.863137e-01,-33.988
362.536374,2.064454e-05,-129.735,3.843438e-01,-34.034
362.613641,2.434051e-05,128.795,3.850280e-01,-34.019
362.690908,2.096220e-05,44.605,3.807139e-01,-34.118
362.768175,2.552943e-05,-54.565,3.834725e-01,-34.056
362.845442,2.156663e-05,-141.794,3.774431e-01,-34.195
362.922709,2.676520e-05,121.684,3.814027e-01,-34.105
362.999976,2.246378e-05,31.185,3.747539e-01,-34.259
363.077243,2.798836e-05,-62.545,3.787322e-01,-34.168
363.154510,2.365118e-05,-156.287,3.727647e-01,-34.307
363.231776,2.914516e-05,112.687,3.755123e-01,-34.244
363.309043,2.511216e-05,15.976,3.714208e-01,-34.340
363.386310,3.019334e-05,-72.662,3.719038e-01,-34.330
363.463577,2.681226e-05,-171.863,3.704942e-01,-34.364
363.540844,3.110681e-05,101.380,3.681516e-01,-34.420
363.618111,2.869897e-05,0.317,3.696466e-01,-34.386
363.695378,3.187892e-05,-85.209,3.645496e-01,-34.507
363.772645,3.070475e-05,172.586,3.685187e-01,-34.414
363.849912,3.252402e-05,87.561,3.613876e-01,-34.585
363.927179,3.275206e-05,-15.029,3.668165e-01,-34.456
364.004446,3.307663e-05,-100.304,3.588861e-01,-34.647
364.081713,3.475914e-05,157.463,3.643759e-01,-34.516
364.158979,3.358793e-05,71.224,3.571376e-01,-34.691
364.236246,3.664592e-05,-29.968,3.611966e-01,-34.594
364.313513,3.411912e-05,-117.791,3.560742e-01,-34.719
364.390780,3.833936e-05,142.630,3.574452e-01,-34.687
364.468047,3.473179e-05,52.748,3.554743e-01,-34.736
364.545314,3.977820e-05,-44.795,3.534254e-01,-34.787
364.622581,3.547665e-05,-137.024,3.550077e-01,-34.749
364.699848,4.091689e-05,127.695,3.495206e-01,-34.885
364.777115,3.638290e-05,33.044,3.543075e-01,-34.768
364.854382,4.172878e-05,-59.960,3.461157e-01,-34.972
364.931649,3.745099e-05,-156.890,3.530494e-01,-34.801
365.008916,4.220827e-05,112.178,3.435118e-01,-35.040
365.086183,3.865071e-05,13.307,3.510218e-01,-34.853
365.163449,4.237185e-05,-75.950,3.418544e-01,-35.084
365.240716,3.992500e-05,-176.267,3.481724e-01,-34.926
365.317983,4.225779e-05,95.602,3.410940e-01,-35.105
365.395250,4.119783e-05,-5.556,3.446250e-01,-35.016
365.472517,4.192392e-05,-93.206,3.409924e-01,-35.109
365.549784,4.238391e-05,165.455,3.406619e-01,-35.119
365.627051,4.144335e-05,77.602,3.411732e-01,-35.107
365.704318,4.339828e-05,-23.253,3.366741e-01,-35.223
365.781585,4.089766e-05,-111.967,3.412024e-01,-35.108
365.858852,4.416448e-05,148.280,3.330844e-01,-35.318
365.936119,4.036757e-05,58.126,3.406778e-01,-35.123
366.013386,4.462075e-05,-40.002,3.302566e-01,-35.394
366.090652,3.992210e-05,-132.038,3.393090e-01,-35.160
366.167919,4.472452e-05,131.835,3.284105e-01,-35.444
366.245186,3.960767e-05,37.658,3.369729e-01,-35.222
366.322453,4.445508e-05,-56.280,3.275658e-01,-35.469
366.399720,3.944011e-05,-152.646,3.337386e-01,-35.308
366.476987,4.381480e-05,115.581,3.275328e-01,-35.472
366.554254,3.940164e-05,17.190,3.298582e-01,-35.411
366.631521,4.282897e-05,-72.653,3.279518e-01,-35.462
366.708788,3.944415e-05,-172.709,3.257232e-01,-35.522
366.786055,4.154424e-05,98.947,3.283724e-01,-35.453
366.863322,3.949758e-05,-2.252,3.217925e-01,-35.630
366.940589,4.002568e-05,-89.679,3.283468e-01,-35.456
367.017855,3.948125e-05,168.612,3.184986e-01,-35.721
367.095122,3.835212e-05,81.420,3.275188e-01,-35.479
367.172389,3.931514e-05,-20.101,3.161538e-01,-35.787
367.249656,3.660982e-05,-107.780,3.256900e-01,-35.530
367.326923,3.892944e-05,151.596,3.148769e-01,-35.824
367.404190,3.488430e-05,62.730,3.228560e-01,-35.608
367.481457,3.827146e-05,-36.329,3.145632e-01,-35.835
367.558724,3.325079e-05,-126.995,3.192079e-01,-35.708
367.635991,3.730966e-05,136.079,3.149088e-01,-35.827
367.713258,3.176455e-05,43.151,3.151008e-01,-35.823
367.790525,3.603547e-05,-51.228,3.154795e-01,-35.813
367.867792,3.045317e-05,-146.678,3.109893e-01,-35.939
367.945058,3.446307e-05,121.700,3.158057e-01,-35.806
368.022325,2.931332e-05,23.706,3.073402e-01,-36.043
368.099592,3.262772e-05,-65.182,3.154776e-01,-35.817
368.176859,2.831382e-05,-165.505,3.045353e-01,-36.125
368.254126,3.058295e-05,108.083,3.142218e-01,-35.854
368.331393,2.740453e-05,5.868,3.027865e-01,-36.177
368.408660,2.839675e-05,-78.533,3.119488e-01,-35.919
368.485927,2.652901e-05,177.970,3.020870e-01,-36.199
368.563194,2.614725e-05,94.952,3.087668e-01,-36.009
368.640461,2.563739e-05,-9.091,3.022150e-01,-36.197
368.717728,2.391788e-05,-91.455,3.049620e-01,-36.119
368.794995,2.469709e-05,164.761,3.027868e-01,-36.182
368.872261,2.179243e-05,82.281,3.009470e-01,-36.236
368.949528,2.369971e-05,-20.419,3.033441e-01,-36.168
369.026795,1.985042e-05,-103.765,2.971831e-01,-36.347
369.104062,2.266415e-05,155.401,3.034501e-01,-36.167
369.181329,1.816336e-05,70.524,2.940881e-01,-36.440
369.258596,2.163562e-05,-27.770,3.027733e-01,-36.188
369.335863,1.679239e-05,-114.700,2.919458e-01,-36.505
369.413130,2.068063e-05,150.024,3.011471e-01,-36.237
369.490397,1.578760e-05,60.712,2.908406e-01,-36.540
369.567664,1.987734e-05,-31.343,2.985985e-01,-36.313
369.644931,1.518809e-05,-123.146,2.906388e-01,-36.548
369.722198,1.930163e-05,147.881,2.953386e-01,-36.410
369.799464,1.501934e-05,53.700,2.910286e-01,-36.538
369.876731,1.902790e-05,-32.691,2.917105e-01,-36.519
369.953998,1.526823e-05,-130.028,2.916088e-01,-36.523
370.031265,1.783950e-05,139.898,2.884849e-01,-36.618
370.108532,1.378227e-05,31.770,2.926389e-01,-36.494
370.185799,1.546826e-05,-51.456,2.869951e-01,-36.664
370.263066,1.295132e-05,-158.906,2.936005e-01,-36.468
370.340333,1.401430e-05,122.840,2.859099e-01,-36.699
370.417600,1.250519e-05,13.876,2.941252e-01,-36.454
370.494867,1.281524e-05,-61.355,2.852856e-01,-36.720
370.572134,1.220516e-05,-171.290,2.941818e-01,-36.454
370.649401,1.179181e-05,115.356,2.851995e-01,-36.724
370.726667,1.200434e-05,5.097,2.936965e-01,-36.470
370.803934,1.093666e-05,-67.326,2.856158e-01,-36.714
370.881201,1.189825e-05,-177.261,2.928115e-01,-36.498
370.958468,1.025915e-05,110.370,2.864425e-01,-36.690
371.035735,1.189871e-05,1.375,2.915085e-01,-36.539
371.113002,9.770975e-06,-71.795,2.875705e-01,-36.658
371.190269,1.202218e-05,-179.272,2.900620e-01,-36.584
371.267536,9.480866e-06,105.931,2.888476e-01,-36.621
371.344803,1.228187e-05,0.495,2.884750e-01,-36.634
371.422070,9.393103e-06,-76.693,2.900390e-01,-36.587
371.499337,1.268203e-05,-179.627,2.870384e-01,-36.679
371.576604,9.508161e-06,100.149,2.911451e-01,-36.556
371.653870,1.321546e-05,0.084,2.858798e-01,-36.716
371.731137,9.824266e-06,-83.635,2.918634e-01,-36.537
371.808404,1.386405e-05,179.410,2.849806e-01,-36.745
371.885671,1.033855e-05,91.963,2.921526e-01,-36.530
371.962938,1.460187e-05,-1.796,2.845821e-01,-36.759
372.040205,1.104701e-05,-92.967,2.921203e-01,-36.533
372.117472,1.539920e-05,176.379,2.847119e-01,-36.757
372.194739,1.194344e-05,81.705,2.916568e-01,-36.548
372.272006,1.622651e-05,-6.105,2.851666e-01,-36.745
372.349273,1.301794e-05,-103.881,2.907156e-01,-36.578
372.426540,1.705770e-05,170.743,2.858647e-01,-36.725
372.503807,1.425583e-05,70.392,2.894910e-01,-36.617
372.581073,1.787257e-05,-13.071,2.868233e-01,-36.698
372.658340,1.563730e-05,-115.389,2.882240e-01,-36.657
372.735607,1.865844e-05,162.468,2.879556e-01,-36.666
372.812874,1.713763e-05,58.827,2.870357e-01,-36.694
372.890141,1.941128e-05,-22.622,2.890456e-01,-36.635
372.967408,1.872808e-05,-126.934,2.859600e-01,-36.729
373.044675,2.013608e-05,151.680,2.898727e-01,-36.612
373.121942,2.037704e-05,47.330,2.850411e-01,-36.759
373.199209,2.084667e-05,-34.596,2.903116e-01,-36.601
373.276476,2.205125e-05,-138.390,2.843695e-01,-36.781
373.353743,2.156462e-05,138.590,2.903459e-01,-36.601
373.431010,2.371721e-05,35.884,2.840471e-01,-36.793
373.508276,2.231721e-05,-48.704,2.900283e-01,-36.613
373.585543,2.534258e-05,-149.873,2.841340e-01,-36.792
373.662810,2.313450e-05,123.596,2.894376e-01,-36.632
373.740077,2.689750e-05,24.307,2.846168e-01,-36.779
373.817344,2.404552e-05,-64.417,2.886546e-01,-36.658
373.894611,2.835600e-05,-161.605,2.854088e-01,-36.757
373.971878,2.507430e-05,107.360,2.877563e-01,-36.686
374.049145,2.969722e-05,12.355,2.863732e-01,-36.729
374.126412,2.623623e-05,-80.964,2.868179e-01,-36.717
374.203679,3.090666e-05,-173.844,2.873540e-01,-36.701
374.280946,2.753555e-05,90.712,2.859151e-01,-36.746
374.358213,3.197715e-05,-0.235,2.882050e-01,-36.678
374.435479,2.896442e-05,-97.528,2.851214e-01,-36.772
374.512746,3.290971e-05,173.150,2.888096e-01,-36.661
374.590013,3.050355e-05,74.376,2.845012e-01,-36.793
374.667280,3.371398e-05,-13.715,2.890930e-01,-36.654
374.744547,3.212408e-05,-113.539,2.841016e-01,-36.807
374.821814,3.440829e-05,159.147,2.890254e-01,-36.658
374.899081,3.379023e-05,58.739,2.839449e-01,-36.813
374.976348,3.501905e-05,-28.278,2.886212e-01,-36.672
375.053615,3.546226e-05,-128.796,2.840245e-01,-36.813
375.130882,3.557943e-05,144.008,2.879321e-01,-36.695
375.208149,3.709926e-05,43.835,2.843060e-01,-36.806
375.285416,3.612722e-05,-43.984,2.870387e-01,-36.724
375.362682,3.866183e-05,-143.400,2.847318e-01,-36.795
375.439949,3.670174e-05,127.773,2.860395e-01,-36.756
375.517216,4.011423e-05,29.462,2.852299e-01,-36.781
375.594483,3.734018e-05,-60.676,2.850388e-01,-36.788
375.671750,4.142635e-05,-157.622,2.857238e-01,-36.768
375.749017,3.807354e-05,110.728,2.841350e-01,-36.818
375.826284,4.257524e-05,15.306,2.861434e-01,-36.757
375.903551,3.892303e-05,-77.948,2.834099e-01,-36.842
375.980818,4.354637e-05,-171.798,2.864327e-01,-36.750
376.058085,3.989725e-05,93.368,2.829205e-01,-36.858
376.135352,4.433448e-05,1.024,2.865571e-01,-36.748
376.212619,4.099104e-05,-95.257,2.826938e-01,-36.867
376.289885,4.494416e-05,173.734,2.865057e-01,-36.752
376.367152,4.218586e-05,76.232,2.827263e-01,-36.868
376.444419,4.538982e-05,-13.706,2.862914e-01,-36.760
376.521686,4.345178e-05,-112.127,2.829867e-01,-36.862
376.598953,4.569531e-05,158.676,2.859474e-01,-36.772
376.676220,4.475047e-05,59.688,2.834219e-01,-36.850
376.753487,4.589273e-05,-29.142,2.855221e-01,-36.787
376.830754,4.603875e-05,-128.319,2.839656e-01,-36.835
376.908021,4.602058e-05,142.829,2.850712e-01,-36.803
376.985288,4.727216e-05,43.841,2.845474e-01,-36.820
377.062555,4.612109e-05,-45.411,2.846504e-01,-36.817
377.139822,4.840826e-05,-143.853,2.851016e-01,-36.804
377.217088,4.623684e-05,126.155,2.843076e-01,-36.830
377.294355,4.940937e-05,28.568,2.855744e-01,-36.792
377.371622,4.640685e-05,-62.442,2.840774e-01,-36.838
377.448889,5.024490e-05,-158.932,2.859286e-01,-36.783
377.526156,4.666257e-05,108.842,2.839771e-01,-36.843
377.603423,5.089298e-05,13.607,2.861459e-01,-36.778
377.680690,4.702440e-05,-79.937,2.840055e-01,-36.844
377.757957,5.134170e-05,-173.856,2.862268e-01,-36.777
377.835224,4.749921e-05,91.278,2.841450e-01,-36.842
377.912491,5.158968e-05,-1.361,2.861874e-01,-36.780
377.989758,4.807949e-05,-97.455,2.843652e-01,-36.837
378.067025,5.164623e-05,171.053,2.860546e-01,-36.786
378.144291,4.874418e-05,73.912,2.846286e-01,-36.831
378.221558,5.153092e-05,-16.650,2.858611e-01,-36.794
378.298825,4.946099e-05,-114.584,2.848967e-01,-36.824
378.376092,5.127247e-05,155.502,2.856387e-01,-36.803
378.453359,5.018985e-05,57.079,2.851358e-01,-36.819
378.530626,5.090703e-05,-32.514,2.854134e-01,-36.811
378.607893,5.088681e-05,-131.094,2.853212e-01,-36.815
378.685160,5.047576e-05,139.292,2.852026e-01,-36.819
378.762427,5.150793e-05,40.890,2.854384e-01,-36.813
378.839694,5.002166e-05,-49.081,2.850147e-01,-36.827
378.916961,5.201279e-05,-146.988,2.854818e-01,-36.814
378.994228,4.958590e-05,122.382,2.848518e-01,-36.834
379.071494,5.236735e-05,25.244,2.854505e-01,-36.816
379.148761,4.920395e-05,-66.290,2.847134e-01,-36.840
379.226028,5.254616e-05,-162.448,2.853474e-01,-36.821
379.303295,4.890178e-05,104.945,2.845933e-01,-36.845
379.380562,5.253391e-05,9.898,2.851858e-01,-36.828
379.457829,4.869292e-05,-83.864,2.844694e-01,-36.851
379.535096,5.232640e-05,-177.757,2.850001e-01,-36.836
379.612363,4.857653e-05,87.337,2.843007e-01,-36.858
379.689630,5.193120e-05,-5.454,2.848318e-01,-36.843
379.766897,4.853614e-05,-101.401,2.840640e-01,-36.867
379.844164,5.137301e-05,166.774,2.846746e-01,-36.849
379.921431,4.850683e-05,69.897,2.838023e-01,-36.877
379.998697,5.084831e-05,-20.882,2.844725e-01,-36.857
380.075964,4.891726e-05,-117.029,2.839801e-01,-36.873
380.153231,5.070556e-05,153.364,2.850760e-01,-36.841
380.230498,4.933742e-05,57.078,2.845482e-01,-36.857
380.307765,5.050487e-05,-32.292,2.857133e-01,-36.823
380.385032,4.979729e-05,-128.895,2.851402e-01,-36.841
380.462299,5.028869e-05,141.872,2.862311e-01,-36.809
380.539566,5.028311e-05,45.131,2.857921e-01,-36.823
380.616833,5.007068e-05,-44.128,2.867816e-01,-36.794
380.694100,5.077350e-05,-140.828,2.863809e-01,-36.807
380.771367,4.986292e-05,129.717,2.872365e-01,-36.782
380.848634,5.124760e-05,33.233,2.870916e-01,-36.787
380.925900,4.967877e-05,-56.583,2.877099e-01,-36.770
381.003167,5.168622e-05,-152.687,2.877053e-01,-36.771
381.080434,4.953183e-05,116.984,2.880739e-01,-36.760
381.157701,5.207242e-05,21.407,2.884296e-01,-36.751
381.234968,4.943486e-05,-69.564,2.885339e-01,-36.748
381.312235,5.239198e-05,-164.495,2.891102e-01,-36.732
381.389502,4.939865e-05,103.790,2.888254e-01,-36.741
381.466769,5.263380e-05,9.596,2.897283e-01,-36.715
381.544036,4.943100e-05,-82.929,2.892221e-01,-36.731
381.621303,5.279022e-05,-176.334,2.904840e-01,-36.694
381.698570,4.953599e-05,90.303,2.896595e-01,-36.720
381.775837,5.285721e-05,-2.299,2.910973e-01,-36.678
381.853103,4.971341e-05,-96.490,2.899527e-01,-36.713
381.930370,5.283453e-05,171.684,2.916008e-01,-36.664
382.007637,4.995863e-05,76.716,2.903383e-01,-36.703
382.084904,5.272575e-05,-14.400,2.922136e-01,-36.648
382.162171,5.026276e-05,-110.055,2.909029e-01,-36.688
382.239438,5.253808e-05,159.436,2.928246e-01,-36.632
382.316705,5.061306e-05,63.214,2.914462e-01,-36.673
382.393972,5.228220e-05,-26.822,2.932396e-01,-36.621
382.471239,5.099372e-05,-123.462,2.918849e-01,-36.662
382.548506,5.197179e-05,146.814,2.934976e-01,-36.615
382.625773,5.138674e-05,49.925,2.923540e-01,-36.650
382.703040,5.162301e-05,-39.663,2.937678e-01,-36.609
382.780306,5.177292e-05,-136.621,2.929893e-01,-36.633
382.857573,5.125378e-05,133.742,2.941295e-01,-36.600
382.934840,5.213287e-05,36.899,2.937793e-01,-36.611
383.012107,5.088290e-05,-52.971,2.945233e-01,-36.590
383.089374,5.244797e-05,-149.519,2.946049e-01,-36.589
383.166641,5.052905e-05,120.203,2.948437e-01,-36.583
383.243908,5.270123e-05,24.115,2.953509e-01,-36.569
383.321175,5.020968e-05,-66.728,2.950348e-01,-36.579
383.398442,5.287806e-05,-162.211,2.959722e-01,-36.552
383.475709,4.993994e-05,106.253,2.951204e-01,-36.578
383.552976,5.296687e-05,11.487,2.964933e-01,-36.539
383.630243,4.973158e-05,-80.835,2.951780e-01,-36.578
383.707509,5.295951e-05,-174.806,2.969707e-01,-36.526
383.784776,4.959214e-05,92.029,2.952964e-01,-36.576
383.862043,5.285165e-05,-1.109,2.974554e-01,-36.514
383.939310,4.952429e-05,-95.130,2.955423e-01,-36.571
384.016577,5.264295e-05,172.559,2.979719e-01,-36.501
