% MoM Surface Current Results - Generated: 2025-06-01 15:59:53
% Distance(m)	Magnitude(A/m)	Real(A/m)	Imag(A/m)	Phase(deg)
30.288631	1.960939e-01	-1.550487e-01	-1.200529e-01	-142.250
30.365898	1.956615e-01	-1.931261e-01	3.139584e-02	170.766
30.443165	1.954191e-01	-1.084810e-01	1.625439e-01	123.719
30.520432	1.953137e-01	4.536181e-02	1.899731e-01	76.570
30.597699	1.952526e-01	1.702613e-01	9.557531e-02	29.307
30.674966	1.951554e-01	1.855363e-01	-6.051364e-02	-18.064
30.752233	1.949861e-01	8.077370e-02	-1.774688e-01	-65.528
30.829500	1.947510e-01	-7.630449e-02	-1.791803e-01	-113.067
30.906767	1.944864e-01	-1.835258e-01	-6.436795e-02	-160.673
30.984034	1.942345e-01	-1.709469e-01	9.221823e-02	151.655
31.061301	1.940204e-01	-4.663986e-02	1.883312e-01	103.909
31.138568	1.938481e-01	1.081729e-01	1.608593e-01	56.080
31.215834	1.936992e-01	1.917372e-01	2.749987e-02	8.162
31.293101	1.935474e-01	1.485964e-01	-1.240149e-01	-39.848
31.370368	1.933736e-01	6.937143e-03	-1.932491e-01	-87.944
31.447635	1.931702e-01	-1.392386e-01	-1.338930e-01	-136.121
31.524902	1.929467e-01	-1.923848e-01	1.471438e-02	175.626
31.602169	1.927208e-01	-1.167898e-01	1.533018e-01	127.301
31.679436	1.925076e-01	3.705637e-02	1.889073e-01	78.902
31.756703	1.923164e-01	1.658354e-01	9.738697e-02	30.424
31.833970	1.921427e-01	1.825962e-01	-5.981171e-02	-18.137
31.911237	1.919750e-01	7.568060e-02	-1.764280e-01	-66.783
31.988504	1.918008e-01	-8.261034e-02	-1.730985e-01	-115.513
32.065771	1.916102e-01	-1.844831e-01	-5.177286e-02	-164.324
32.143037	1.914043e-01	-1.601363e-01	1.048426e-01	146.787
32.220304	1.911902e-01	-2.602358e-02	1.894108e-01	97.823
32.297571	1.909779e-01	1.258337e-01	1.436609e-01	48.785
32.374838	1.907777e-01	1.907745e-01	-1.097386e-03	-0.330
32.452105	1.905903e-01	1.237224e-01	-1.449739e-01	-49.522
32.529372	1.904127e-01	-2.911727e-02	-1.881732e-01	-98.796
32.606639	1.902367e-01	-1.615957e-01	-1.003835e-01	-148.151
32.683906	1.900529e-01	-1.811688e-01	5.742774e-02	162.412
32.761173	1.898587e-01	-7.386960e-02	1.748988e-01	112.897
32.838440	1.896540e-01	8.519693e-02	1.694406e-01	63.306
32.915707	1.894452e-01	1.841018e-01	4.467672e-02	13.641
32.992974	1.892406e-01	1.529060e-01	-1.114978e-01	-36.099
33.070240	1.890437e-01	1.346829e-02	-1.885633e-01	-85.915
33.147507	1.888573e-01	-1.354112e-01	-1.316468e-01	-135.808
33.224774	1.886767e-01	-1.877177e-01	1.899919e-02	174.221
33.302041	1.884955e-01	-1.058663e-01	1.559579e-01	124.169
33.379308	1.883094e-01	5.178112e-02	1.810502e-01	74.039
33.456575	1.881137e-01	1.720731e-01	7.601060e-02	23.833
33.533842	1.879115e-01	1.682430e-01	-8.369608e-02	-26.449
33.611109	1.877069e-01	4.285013e-02	-1.827505e-01	-76.804
33.688376	1.875044e-01	-1.134508e-01	-1.492877e-01	-127.233
33.765643	1.873101e-01	-1.871640e-01	-7.398248e-03	-177.736
33.842910	1.871223e-01	-1.244413e-01	1.397466e-01	131.684
33.920177	1.869394e-01	2.915497e-02	1.846519e-01	81.028
33.997443	1.867571e-01	1.612557e-01	9.420616e-02	30.294
34.074710	1.865689e-01	1.747342e-01	-6.539035e-02	-20.517
34.151977	1.863753e-01	5.943532e-02	-1.766443e-01	-71.404
34.229244	1.861751e-01	-9.965664e-02	-1.572569e-01	-122.363
34.306511	1.859724e-01	-1.847385e-01	-2.138772e-02	-173.396
34.383778	1.857729e-01	-1.324998e-01	1.302128e-01	135.499
34.461045	1.855772e-01	1.836614e-02	1.846661e-01	84.320
34.538312	1.853891e-01	1.553619e-01	1.011523e-01	33.067
34.615579	1.852046e-01	1.758777e-01	-5.803269e-02	-18.261
34.692846	1.850204e-01	6.429604e-02	-1.734894e-01	-69.665
34.770113	1.848343e-01	-9.559503e-02	-1.581939e-01	-121.144
34.847380	1.846412e-01	-1.831435e-01	-2.346984e-02	-172.697
34.924646	1.844441e-01	-1.319521e-01	1.288731e-01	135.676
35.001913	1.842441e-01	1.932673e-02	1.832276e-01	83.979
35.079180	1.840440e-01	1.557209e-01	9.809780e-02	32.209
35.156447	1.838495e-01	1.731625e-01	-6.176885e-02	-19.632
35.233714	1.836585e-01	5.813758e-02	-1.742139e-01	-71.545
35.310981	1.834730e-01	-1.013537e-01	-1.529371e-01	-123.533
35.388248	1.832891e-01	-1.827475e-01	-1.408096e-02	-175.594
35.465515	1.831024e-01	-1.231611e-01	1.354911e-01	132.271
35.542782	1.829136e-01	3.156554e-02	1.801694e-01	80.063
35.620049	1.827182e-01	1.616543e-01	8.516929e-02	27.783
35.697316	1.825205e-01	1.659964e-01	-7.588758e-02	-24.568
35.774583	1.823225e-01	4.104794e-02	-1.776417e-01	-76.989
35.851849	1.821253e-01	-1.157982e-01	-1.405717e-01	-129.481
35.929116	1.819346e-01	-1.818190e-01	6.485669e-03	177.957
36.006383	1.817463e-01	-1.050841e-01	1.482870e-01	125.323
36.083650	1.815615e-01	5.424349e-02	1.732692e-01	72.617
36.160917	1.813775e-01	1.706131e-01	6.155444e-02	19.839
36.238184	1.811888e-01	1.519371e-01	-9.871419e-02	-33.012
36.315451	1.809989e-01	1.283527e-02	-1.805432e-01	-85.934
36.392718	1.808031e-01	-1.362977e-01	-1.187969e-01	-138.925
36.469985	1.806060e-01	-1.766686e-01	3.750659e-02	168.014
36.547252	1.804107e-01	-7.591583e-02	1.636606e-01	114.885
36.624519	1.802155e-01	8.547763e-02	1.586544e-01	61.686
36.701786	1.800275e-01	1.780885e-01	2.635128e-02	8.417
36.779052	1.798404e-01	1.273400e-01	-1.269925e-01	-44.922
36.856319	1.796558e-01	-2.603394e-02	-1.777595e-01	-98.332
36.933586	1.794719e-01	-1.581871e-01	-8.477626e-02	-151.812
37.010853	1.792822e-01	-1.620019e-01	7.679517e-02	154.637
37.088120	1.790927e-01	-3.422494e-02	1.757920e-01	101.017
37.165387	1.788973e-01	1.212536e-01	1.315364e-01	47.329
37.242654	1.787016e-01	1.775783e-01	-2.000501e-02	-6.428
37.319921	1.785085e-01	8.857655e-02	-1.549822e-01	-60.251
37.397188	1.783145e-01	-7.293274e-02	-1.627171e-01	-114.143
37.474455	1.781284e-01	-1.743024e-01	-3.672077e-02	-168.103
37.551722	1.779418e-01	-1.319625e-01	1.193700e-01	137.868
37.628989	1.777574e-01	1.929287e-02	1.767073e-01	83.769
37.706255	1.775744e-01	1.543963e-01	8.771806e-02	29.602
37.783522	1.773841e-01	1.612407e-01	-7.393630e-02	-24.634
37.860789	1.771965e-01	3.399974e-02	-1.739041e-01	-78.938
37.938056	1.770018e-01	-1.214080e-01	-1.288011e-01	-133.308
38.015323	1.768075e-01	-1.751943e-01	2.383002e-02	172.254
38.092590	1.766167e-01	-8.223939e-02	1.563015e-01	117.751
38.169857	1.764224e-01	7.959691e-02	1.574458e-01	63.181
38.247124	1.762388e-01	1.742831e-01	2.618226e-02	8.544
38.324391	1.760514e-01	1.219421e-01	-1.269812e-01	-46.160
38.401658	1.758678e-01	-3.335624e-02	-1.726756e-01	-100.933
38.478925	1.756866e-01	-1.602115e-01	-7.209745e-02	-155.772
38.556192	1.754953e-01	-1.509330e-01	8.954223e-02	149.321
38.633458	1.753120e-01	-1.328971e-02	1.748075e-01	94.348
38.710725	1.751165e-01	1.354923e-01	1.109398e-01	39.310
38.787992	1.749248e-01	1.683191e-01	-4.761679e-02	-15.796
38.865259	1.747365e-01	5.699584e-02	-1.651796e-01	-70.963
38.942526	1.745391e-01	-1.030793e-01	-1.408495e-01	-126.198
39.019793	1.743612e-01	-1.743016e-01	4.558336e-03	178.502
39.097060	1.741689e-01	-9.521290e-02	1.458400e-01	123.139
39.174327	1.739888e-01	6.601060e-02	1.609805e-01	67.704
39.251594	1.738101e-01	1.698781e-01	3.676137e-02	12.210
39.328861	1.736134e-01	1.262351e-01	-1.191901e-01	-43.356
39.406128	1.734444e-01	-2.708392e-02	-1.713167e-01	-98.984
39.483395	1.732365e-01	-1.565852e-01	-7.410765e-02	-154.673
39.560661	1.730582e-01	-1.492077e-01	8.767088e-02	149.563
39.637928	1.728694e-01	-1.131522e-02	1.724987e-01	93.753
39.715195	1.726561e-01	1.363198e-01	1.059577e-01	37.857
39.792462	1.725222e-01	1.640031e-01	-5.354349e-02	-18.081
39.869729	1.722362e-01	4.717162e-02	-1.656507e-01	-74.105
39.946996	1.721595e-01	-1.108193e-01	-1.317496e-01	-130.068
40.024263	1.731158e-01	-1.723967e-01	1.576247e-02	174.776
40.101530	1.751908e-01	-8.757681e-02	1.517304e-01	119.993
40.178797	1.752534e-01	7.399837e-02	1.588647e-01	65.024
40.256064	1.748434e-01	1.721237e-01	3.071846e-02	10.119
40.333331	1.743350e-01	1.238154e-01	-1.227291e-01	-44.748
40.410598	1.738940e-01	-2.902850e-02	-1.714540e-01	-99.609
40.487864	1.735814e-01	-1.566771e-01	-7.471809e-02	-154.504
40.565131	1.733939e-01	-1.509719e-01	8.528139e-02	150.539
40.642398	1.732910e-01	-1.660566e-02	1.724936e-01	95.499
40.719665	1.732201e-01	1.319744e-01	1.121961e-01	40.369
40.796932	1.731350e-01	1.673541e-01	-4.436613e-02	-14.848
40.874199	1.730063e-01	5.876687e-02	-1.627195e-01	-70.143
40.951466	1.728265e-01	-1.003718e-01	-1.406930e-01	-125.504
41.028733	1.726055e-01	-1.725830e-01	2.782979e-03	179.076
41.106000	1.723641e-01	-9.539581e-02	1.435584e-01	123.604
41.183267	1.721259e-01	6.425396e-02	1.596833e-01	68.081
41.260534	1.719084e-01	1.678319e-01	3.721477e-02	12.502
41.337801	1.717202e-01	1.253081e-01	-1.174126e-01	-43.137
41.415067	1.715585e-01	-2.637110e-02	-1.695196e-01	-98.842
41.492334	1.714128e-01	-1.548660e-01	-7.347702e-02	-154.618
41.569601	1.712694e-01	-1.476249e-01	8.683364e-02	149.536
41.646868	1.711150e-01	-1.080336e-02	1.707736e-01	93.620
41.724135	1.709427e-01	1.353675e-01	1.043889e-01	37.638
41.801402	1.707514e-01	1.620160e-01	-5.391546e-02	-18.406
41.878669	1.705467e-01	4.555004e-02	-1.643513e-01	-74.509
41.955936	1.703377e-01	-1.110075e-01	-1.291986e-01	-130.669
42.033203	1.701336e-01	-1.689062e-01	2.039940e-02	173.114
42.110470	1.699417e-01	-7.672106e-02	1.516379e-01	116.837
42.187737	1.697639e-01	8.359828e-02	1.477535e-01	60.499
42.265004	1.695981e-01	1.691648e-01	1.211580e-02	4.097
42.342270	1.694387e-01	1.034492e-01	-1.341930e-01	-52.371
42.419537	1.692780e-01	-5.484720e-02	-1.601462e-01	-108.905
42.496804	1.691104e-01	-1.637269e-01	-4.233003e-02	-165.504
42.574071	1.689319e-01	-1.252139e-01	1.133996e-01	137.835
42.651338	1.687434e-01	2.606960e-02	1.667174e-01	81.113
42.728605	1.685481e-01	1.535763e-01	6.944639e-02	24.332
42.805872	1.683512e-01	1.419764e-01	-9.046999e-02	-32.506
42.883139	1.681587e-01	1.754175e-03	-1.681495e-01	-89.402
42.960406	1.679736e-01	-1.398399e-01	-9.305860e-02	-146.358
43.037673	1.677976e-01	-1.540275e-01	6.656994e-02	156.626
43.114940	1.676290e-01	-2.780561e-02	1.653068e-01	99.548
43.192207	1.674637e-01	1.236509e-01	1.129360e-01	42.407
43.269473	1.672979e-01	1.617495e-01	-4.272798e-02	-14.797
43.346740	1.671267e-01	5.146827e-02	-1.590042e-01	-72.064
43.424007	1.669489e-01	-1.059473e-01	-1.290237e-01	-129.391
43.501274	1.667642e-01	-1.655988e-01	1.968021e-02	173.223
43.578541	1.665747e-01	-7.244090e-02	1.499982e-01	115.778
43.655808	1.663847e-01	8.748942e-02	1.415255e-01	58.276
43.733075	1.661968e-01	1.661838e-01	2.079079e-03	0.717
43.810342	1.660147e-01	9.065900e-02	-1.390749e-01	-56.901
43.887609	1.658387e-01	-6.897600e-02	-1.508138e-01	-114.577
43.964876	1.656681e-01	-1.641799e-01	-2.215605e-02	-172.314
44.042143	1.655008e-01	-1.061339e-01	1.269887e-01	129.888
44.119410	1.653328e-01	5.100998e-02	1.572670e-01	72.029
44.196676	1.651623e-01	1.601790e-01	4.026501e-02	14.110
44.273943	1.649864e-01	1.189452e-01	-1.143352e-01	-43.868
44.351210	1.648056e-01	-3.399664e-02	-1.612610e-01	-101.905
44.428477	1.646211e-01	-1.546917e-01	-5.630809e-02	-159.998
44.505744	1.644348e-01	-1.293129e-01	1.015726e-01	141.851
44.583011	1.642506e-01	1.818310e-02	1.632410e-01	83.644
44.660278	1.640693e-01	1.482336e-01	7.032439e-02	25.380
44.737545	1.638931e-01	1.375441e-01	-8.912114e-02	-32.941
44.814812	1.637214e-01	-3.773178e-03	-1.636780e-01	-91.321
44.892079	1.635524e-01	-1.412956e-01	-8.237078e-02	-149.759
44.969346	1.633849e-01	-1.439151e-01	7.735025e-02	151.743
45.046613	1.632150e-01	-9.073593e-03	1.629626e-01	93.187
45.123879	1.630424e-01	1.342511e-01	9.251750e-02	34.572
45.201146	1.628655e-01	1.486698e-01	-6.650165e-02	-24.099
45.278413	1.626850e-01	2.031127e-02	-1.614121e-01	-82.828
45.355680	1.625031e-01	-1.273734e-01	-1.009123e-01	-141.612
45.432947	1.623204e-01	-1.520894e-01	5.671623e-02	159.549
45.510214	1.621407e-01	-2.997581e-02	1.593457e-01	100.654
45.587481	1.619637e-01	1.209222e-01	1.077500e-01	41.703
45.664748	1.617909e-01	1.544681e-01	-4.812389e-02	-17.304
45.742015	1.616215e-01	3.809095e-02	-1.570687e-01	-76.368
45.819282	1.614531e-01	-1.151367e-01	-1.131842e-01	-135.490
45.896549	1.612857e-01	-1.560287e-01	4.084265e-02	165.331
45.973816	1.611153e-01	-4.466736e-02	1.547998e-01	106.095
46.051082	1.609428e-01	1.101666e-01	1.173282e-01	46.803
46.128349	1.607669e-01	1.569291e-01	-3.491793e-02	-12.544
46.205616	1.605881e-01	4.976518e-02	-1.526826e-01	-71.947
46.282883	1.604092e-01	-1.060892e-01	-1.203171e-01	-131.404
46.360150	1.602296e-01	-1.573307e-01	3.034082e-02	169.085
46.437417	1.600532e-01	-5.347668e-02	1.508552e-01	109.519
46.514684	1.598791e-01	1.029843e-01	1.222929e-01	49.899
46.591951	1.597082e-01	1.573887e-01	-2.712009e-02	-9.777
46.669218	1.595404e-01	5.585266e-02	-1.494444e-01	-69.508
46.746485	1.593726e-01	-1.009312e-01	-1.233390e-01	-129.294
46.823752	1.592060e-01	-1.571861e-01	2.528019e-02	170.863
46.901019	1.590364e-01	-5.690534e-02	1.485071e-01	110.966
46.978285	1.588653e-01	9.994851e-02	1.234847e-01	51.013
47.055552	1.586914e-01	1.567407e-01	-2.480530e-02	-8.993
47.132819	1.585148e-01	5.666922e-02	-1.480390e-01	-69.053
47.210086	1.583390e-01	-1.000026e-01	-1.227629e-01	-129.166
47.287353	1.581616e-01	-1.560683e-01	2.564762e-02	170.668
47.364620	1.579880e-01	-5.519470e-02	1.480329e-01	110.448
47.441887	1.578156e-01	1.010700e-01	1.212049e-01	50.176
47.519154	1.576461e-01	1.551786e-01	-2.778304e-02	-10.151
47.596421	1.574797e-01	5.248879e-02	-1.484749e-01	-70.530
47.673688	1.573124e-01	-1.031338e-01	-1.187881e-01	-130.965
47.750955	1.571478e-01	-1.540183e-01	3.120556e-02	168.546
47.828222	1.569792e-01	-4.852078e-02	1.492924e-01	108.004
47.905488	1.568105e-01	1.061248e-01	1.154430e-01	47.408
47.982755	1.566393e-01	1.524759e-01	-3.587431e-02	-13.240
48.060022	1.564650e-01	4.328243e-02	-1.503593e-01	-73.941
48.137289	1.562926e-01	-1.099227e-01	-1.111053e-01	-134.693
48.214556	1.561166e-01	-1.504404e-01	4.171457e-02	164.502
48.291823	1.559458e-01	-3.679004e-02	1.515440e-01	103.646
48.369090	1.557742e-01	1.144100e-01	1.057163e-01	42.738
48.446357	1.556058e-01	1.478018e-01	-4.865995e-02	-18.223
48.523624	1.554410e-01	2.903454e-02	-1.527053e-01	-79.235
48.600891	1.552735e-01	-1.194680e-01	-9.918294e-02	-140.300
48.678158	1.551122e-01	-1.444001e-01	5.664287e-02	158.582
48.755425	1.549439e-01	-1.998848e-02	1.536492e-01	97.412
48.832692	1.547793e-01	1.249191e-01	9.138834e-02	36.188
48.909958	1.546106e-01	1.400288e-01	-6.554654e-02	-25.084
48.987225	1.544383e-01	9.668328e-03	-1.541353e-01	-86.411
49.064492	1.542713e-01	-1.305226e-01	-8.224053e-02	-147.786
49.141759	1.540936e-01	-1.344957e-01	7.520468e-02	150.788
49.219026	1.539293e-01	1.853580e-03	1.539181e-01	89.310
49.296293	1.537546e-01	1.360269e-01	7.167389e-02	27.785
49.373560	1.535889e-01	1.276356e-01	-8.543252e-02	-33.796
49.450827	1.534270e-01	-1.449421e-02	-1.527408e-01	-95.421
49.528094	1.532526e-01	-1.411786e-01	-5.962346e-02	-157.104
49.605361	1.531076e-01	-1.192666e-01	9.600732e-02	141.167
49.682628	1.529198e-01	2.816476e-02	1.503037e-01	79.387
49.759895	1.527838e-01	1.456765e-01	4.605693e-02	17.545
49.837161	1.525974e-01	1.091805e-01	-1.066096e-01	-44.317
49.914428	1.524074e-01	-4.277579e-02	-1.462814e-01	-106.300
49.991695	1.523605e-01	-1.490668e-01	-3.150902e-02	-168.065
50.068962	1.530909e-01	-9.919505e-02	1.166069e-01	130.387
50.146229	1.532241e-01	5.562944e-02	1.427690e-01	68.712
50.223496	1.530913e-01	1.519499e-01	1.865946e-02	7.001
50.300763	1.528672e-01	8.827125e-02	-1.248062e-01	-54.729
50.378030	1.526168e-01	-6.805730e-02	-1.366020e-01	-116.483
50.455297	1.523745e-01	-1.523048e-01	-4.608059e-03	-178.267
50.532564	1.521563e-01	-7.587441e-02	1.318887e-01	119.911
50.609831	1.519674e-01	8.042910e-02	1.289389e-01	58.045
50.687098	1.518043e-01	1.514578e-01	-1.025010e-02	-3.872
50.764364	1.516593e-01	6.206623e-02	-1.383775e-01	-65.842
50.841631	1.515233e-01	-9.301304e-02	-1.196156e-01	-127.869
50.918898	1.513872e-01	-1.491101e-01	2.615852e-02	170.050
50.996165	1.512449e-01	-4.652232e-02	1.439121e-01	107.914
51.073432	1.510923e-01	1.054734e-01	1.081861e-01	45.727
51.150699	1.509292e-01	1.447072e-01	-4.288894e-02	-16.509
51.227966	1.507575e-01	2.930096e-02	-1.478827e-01	-78.793
51.305233	1.505807e-01	-1.172261e-01	-9.451247e-02	-141.123
51.382500	1.504031e-01	-1.379302e-01	5.996958e-02	156.501
51.459767	1.502280e-01	-1.068772e-02	1.498473e-01	94.080
51.537034	1.500583e-01	1.277936e-01	7.865298e-02	31.611
51.614301	1.498946e-01	1.286119e-01	-7.698944e-02	-30.906
51.691567	1.497368e-01	-9.065595e-03	-1.494621e-01	-93.471
51.768834	1.495830e-01	-1.367421e-01	-6.063552e-02	-156.086
51.846101	1.494307e-01	-1.165368e-01	9.353459e-02	141.249
51.923368	1.492780e-01	2.967442e-02	1.462988e-01	78.534
52.000635	1.491224e-01	1.435095e-01	4.052776e-02	15.770
52.077902	1.489633e-01	1.015117e-01	-1.090204e-01	-47.043
52.155169	1.488003e-01	-5.065506e-02	-1.399128e-01	-109.903
52.232436	1.486344e-01	-1.474655e-01	-1.860414e-02	-172.810
52.309703	1.484671e-01	-8.353070e-02	1.227399e-01	124.237
52.386970	1.482997e-01	7.135784e-02	1.300033e-01	61.238
52.464237	1.481342e-01	1.480605e-01	-4.672411e-03	-1.808
52.541504	1.479712e-01	6.277052e-02	-1.339975e-01	-64.899
52.618770	1.478115e-01	-9.107994e-02	-1.164160e-01	-128.038
52.696037	1.476545e-01	-1.448300e-01	2.874197e-02	168.775
52.773304	1.474995e-01	-3.951992e-02	1.421065e-01	105.541
52.850571	1.473453e-01	1.090511e-01	9.908831e-02	42.260
52.927838	1.471905e-01	1.373498e-01	-5.291583e-02	-21.070
53.005105	1.470345e-01	1.422924e-02	-1.463444e-01	-84.447
53.082372	1.468762e-01	-1.243812e-01	-7.811495e-02	-147.870
53.159639	1.467161e-01	-1.253098e-01	7.630888e-02	148.660
53.236906	1.465541e-01	1.240436e-02	1.460282e-01	85.145
53.314173	1.463913e-01	1.361266e-01	5.385125e-02	21.584
53.391440	1.462287e-01	1.086304e-01	-9.788904e-02	-42.023
53.468707	1.460670e-01	-3.946252e-02	-1.406353e-01	-105.674
53.545973	1.459073e-01	-1.434039e-01	-2.691198e-02	-169.371
53.623240	1.457493e-01	-8.748284e-02	1.165745e-01	126.886
53.700507	1.455936e-01	6.587685e-02	1.298374e-01	63.098
53.777774	1.454392e-01	1.454272e-01	-1.870357e-03	-0.737
53.855041	1.452856e-01	6.227767e-02	-1.312608e-01	-64.618
53.932308	1.451320e-01	-9.043474e-02	-1.135114e-01	-128.544
54.009575	1.449774e-01	-1.415315e-01	3.142098e-02	167.483
54.086842	1.448217e-01	-3.372144e-02	1.408410e-01	103.465
54.164109	1.446644e-01	1.117845e-01	9.182594e-02	39.402
54.241376	1.445060e-01	1.312780e-01	-6.039913e-02	-24.706
54.318643	1.443466e-01	2.874810e-03	-1.443180e-01	-88.859
54.395910	1.441872e-01	-1.285350e-01	-6.533513e-02	-153.055
54.473176	1.440284e-01	-1.145765e-01	8.727188e-02	142.704
54.550443	1.438704e-01	2.888270e-02	1.409414e-01	78.419
54.627710	1.437143e-01	1.393908e-01	3.498595e-02	14.090
54.704977	1.435595e-01	9.173226e-02	-1.104288e-01	-50.284
54.782244	1.434063e-01	-5.992966e-02	-1.302836e-01	-114.702
54.859511	1.432540e-01	-1.432387e-01	-2.087747e-03	-179.165
54.936778	1.431020e-01	-6.346576e-02	1.282586e-01	116.327
55.014045	1.429499e-01	8.844963e-02	1.123002e-01	51.775
55.091312	1.427968e-01	1.392366e-01	-3.168754e-02	-12.821
55.168579	1.426430e-01	3.096729e-02	-1.392410e-01	-77.461
55.245846	1.424878e-01	-1.125044e-01	-8.743872e-02	-142.146
55.323113	1.423320e-01	-1.269615e-01	6.433636e-02	153.127
55.400379	1.421754e-01	4.078150e-03	1.421169e-01	88.356
55.477646	1.420190e-01	1.301978e-01	5.672675e-02	23.543
55.554913	1.418632e-01	1.065541e-01	-9.365574e-02	-41.314
55.632180	1.417081e-01	-3.956707e-02	-1.360722e-01	-106.213
55.709447	1.415547e-01	-1.398717e-01	-2.176371e-02	-171.156
55.786714	1.414022e-01	-7.878157e-02	1.174226e-01	123.859
55.863981	1.412513e-01	7.310932e-02	1.208592e-01	58.830
55.941248	1.411009e-01	1.402643e-01	-1.534237e-02	-6.242
56.018515	1.409509e-01	4.505608e-02	-1.335556e-01	-71.358
56.095782	1.408009e-01	-1.021607e-01	-9.689211e-02	-136.516
56.173049	1.406501e-01	-1.306665e-01	5.204527e-02	158.282
56.250316	1.404988e-01	-7.446605e-03	1.403014e-01	93.038
56.327582	1.403462e-01	1.242029e-01	6.535068e-02	27.752
56.404849	1.401933e-01	1.111077e-01	-8.549411e-02	-37.577
56.482116	1.400396e-01	-3.137771e-02	-1.364790e-01	-102.948
56.559383	1.398860e-01	-1.370093e-01	-2.822284e-02	-168.360
56.636650	1.397328e-01	-8.249882e-02	1.127794e-01	126.186
56.713917	1.395801e-01	6.832963e-02	1.217114e-01	60.690
56.791184	1.394290e-01	1.389302e-01	-1.178237e-02	-4.848
56.868451	1.392784e-01	4.665990e-02	-1.312300e-01	-70.427
56.945718	1.391295e-01	-1.001621e-01	-9.656383e-02	-136.048
57.022985	1.389809e-01	-1.291221e-01	5.141190e-02	158.289
57.100252	1.388332e-01	-6.259823e-03	1.386920e-01	92.584
57.177519	1.386855e-01	1.237475e-01	6.261165e-02	26.838
57.254785	1.385373e-01	1.077385e-01	-8.709184e-02	-38.951
57.332052	1.383890e-01	-3.530552e-02	-1.338097e-01	-104.781
57.409319	1.382392e-01	-1.364033e-01	-2.245485e-02	-170.652
57.486586	1.380896e-01	-7.608825e-02	1.152359e-01	123.436
57.563853	1.379387e-01	7.414837e-02	1.163146e-01	57.483
57.641120	1.377881e-01	1.362709e-01	-2.039108e-02	-8.510
57.718387	1.376373e-01	3.667976e-02	-1.326598e-01	-74.544
57.795654	1.374869e-01	-1.062692e-01	-8.723248e-02	-140.619
57.872921	1.373377e-01	-1.226578e-01	6.177956e-02	153.267
57.950188	1.371887e-01	6.913193e-03	1.370144e-01	87.112
58.027455	1.370418e-01	1.280114e-01	4.892365e-02	20.916
58.104722	1.368947e-01	9.625680e-02	-9.733846e-02	-45.320
58.181988	1.367493e-01	-5.033411e-02	-1.271489e-01	-111.597
58.259255	1.366036e-01	-1.365131e-01	-4.972322e-03	-177.914
58.336522	1.364583e-01	-5.923644e-02	1.229305e-01	115.728
58.413789	1.363129e-01	8.883483e-02	1.033904e-01	49.330
58.491056	1.361662e-01	1.301410e-01	-4.005693e-02	-17.108
58.568323	1.360203e-01	1.519476e-02	-1.351690e-01	-83.586
58.645590	1.358721e-01	-1.177917e-01	-6.772243e-02	-150.104
58.722857	1.357252e-01	-1.088758e-01	8.103951e-02	143.339
58.800124	1.355764e-01	3.109194e-02	1.319631e-01	76.742
58.877391	1.354290e-01	1.333278e-01	2.376370e-02	10.106
58.954658	1.352815e-01	7.453216e-02	-1.128983e-01	-56.568
59.031925	1.351341e-01	-7.415821e-02	-1.129681e-01	-123.283
59.109191	1.349892e-01	-1.329238e-01	2.352332e-02	169.964
59.186458	1.348425e-01	-3.072650e-02	1.312950e-01	103.172
59.263725	1.347005e-01	1.085029e-01	7.982068e-02	36.340
59.340992	1.345546e-01	1.159001e-01	-6.835278e-02	-30.530
59.418259	1.344140e-01	-1.740724e-02	-1.332821e-01	-97.441
59.495526	1.342691e-01	-1.293159e-01	-3.613293e-02	-164.389
59.572793	1.341275e-01	-8.371793e-02	1.047926e-01	128.621
59.650060	1.339842e-01	6.373270e-02	1.178555e-01	61.597
59.727327	1.338377e-01	1.332276e-01	-1.276493e-02	-5.473
59.804594	1.337020e-01	4.004734e-02	-1.275635e-01	-72.571
59.881861	1.335260e-01	-1.018791e-01	-8.631249e-02	-139.729
59.959128	1.334526e-01	-1.191194e-01	6.016773e-02	153.201
60.036394	1.339624e-01	8.284834e-03	1.337060e-01	86.454
60.113661	1.345888e-01	1.266669e-01	4.549327e-02	19.756
60.190928	1.346623e-01	9.171857e-02	-9.859841e-02	-47.070
60.268195	1.345557e-01	-5.453971e-02	-1.230067e-01	-113.912
